units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update
128,0.19,1501.29,30,227,0.13,Books,Asia,0.0173,1.71,29.58,Aug-2024
146,0.0,34.11,23,250,0.09,Home Appliances,Europe,0.0718,1.63,117.03,Jul-2024
154,0.12,430.35,20,136,0.15,Clothing,Europe,0.1026,1.12,114.91,Mar-2024
146,0.11,261.2,31,159,0.19,Toys,Asia,0.1697,1.11,188.37,Apr-2024
144,0.25,207.58,22,230,0.1,Toys,Asia,0.0548,0.45,24.66,Apr-2024
199,0.19,873.39,18,46,0.39,Electronics,North America,0.1483,1.77,262.49,Jan-2024
173,0.2,454.75,30,107,0.28,Home Appliances,North America,0.054,0.23,12.42,Dec-2024
152,0.16,143.62,23,166,0.14,Electronics,Asia,0.1899,1.75,332.33,Oct-2024
152,0.29,243.45,0,482,0.0,Clothing,Europe,0.1605,1.62,260.01,Aug-2024
151,0.29,352.52,18,270,0.07,Electronics,Asia,0.0552,1.23,67.9,Aug-2024
160,0.29,353.35,44,78,0.56,Toys,Europe,0.1432,0.57,81.62,Apr-2024
166,0.03,1408.09,30,214,0.14,Books,North America,0.0483,0.77,37.19,Sep-2024
170,0.17,773.1,7,202,0.03,Electronics,Europe,0.0639,0.65,41.54,Aug-2024
129,0.08,617.77,8,167,0.05,Books,Asia,0.0498,1.85,92.13,Jul-2024
176,0.2,207.62,6,339,0.02,Home Appliances,North America,0.1913,0.87,166.43,Dec-2023
139,0.12,172.51,20,119,0.17,Books,Europe,0.1748,0.79,138.09,Oct-2024
176,0.21,82.64,23,484,0.05,Home Appliances,North America,0.0122,1.79,21.84,Dec-2023
165,0.09,241.72,26,175,0.15,Books,North America,0.0593,1.02,60.49,Dec-2024
170,0.15,1266.08,10,167,0.06,Electronics,Europe,0.1263,0.37,46.73,Sep-2024
141,0.02,1291.51,27,232,0.12,Clothing,Asia,0.1425,1.49,212.32,Feb-2024
160,0.25,191.51,37,201,0.18,Toys,Europe,0.0864,0.71,61.34,Aug-2024
185,0.22,1257.7,36,314,0.11,Clothing,North America,0.1658,1.4,232.12,Nov-2024
167,0.21,69.64,3,377,0.01,Electronics,Europe,0.0908,0.77,69.92,Sep-2024
143,0.2,1429.02,48,439,0.11,Clothing,Asia,0.0286,1.84,52.62,Oct-2024
164,0.13,1717.21,30,206,0.15,Toys,Europe,0.1821,1.99,362.38,Apr-2024
135,0.17,826.16,40,175,0.23,Home Appliances,Asia,0.1264,0.32,40.45,Mar-2024
169,0.25,56.73,25,230,0.11,Books,North America,0.0707,1.35,95.44,Apr-2024
154,0.04,903.86,35,352,0.1,Electronics,Asia,0.1101,0.58,63.86,Aug-2024
148,0.06,452.67,39,74,0.53,Home Appliances,Europe,0.0262,0.28,7.34,Mar-2024
176,0.15,34.71,23,62,0.37,Home Appliances,North America,0.0573,0.87,49.85,Mar-2024
149,0.26,143.56,44,256,0.17,Toys,Asia,0.0908,0.21,19.07,Feb-2024
167,0.06,407.24,22,87,0.25,Electronics,Europe,0.1595,0.95,151.52,Aug-2024
148,0.22,500.81,47,317,0.15,Home Appliances,Europe,0.1642,1.17,192.11,Feb-2024
141,0.28,690.39,26,394,0.07,Books,Europe,0.1195,0.52,62.14,Dec-2024
143,0.27,883.73,46,37,1.24,Books,Europe,0.0652,0.77,50.2,Nov-2024
150,0.13,402.98,25,328,0.08,Toys,Asia,0.069,1.8,124.2,Aug-2024
170,0.1,58.39,6,168,0.04,Electronics,Europe,0.1607,1.94,311.76,Aug-2024
170,0.16,1635.21,32,93,0.34,Books,North America,0.0706,0.79,55.77,Sep-2024
471,0.2,834.19,39,285,0.14,Clothing,Europe,0.0981,1.92,188.35,Nov-2024
148,0.21,510.21,37,136,0.27,Toys,Asia,0.1598,1.86,297.23,Apr-2024
148,0.15,617.68,6,478,0.01,Home Appliances,Europe,0.1083,0.64,69.31,Sep-2024
194,0.09,984.38,23,392,0.06,Toys,North America,0.1763,1.77,312.05,May-2024
204,0.02,816.35,1,393,0.0,Electronics,North America,0.0136,2.0,27.2,Aug-2024
164,0.1,180.5,42,480,0.09,Toys,Europe,0.0351,0.24,8.42,May-2024
163,0.07,84.13,16,264,0.06,Toys,Europe,0.0186,0.58,10.79,Apr-2024
157,0.13,708.67,6,177,0.03,Clothing,Europe,0.1861,0.63,117.24,Aug-2024
195,0.03,1144.42,0,23,0.0,Toys,North America,0.1472,1.51,222.27,Jul-2024
154,0.02,14.1,5,63,0.08,Electronics,Asia,0.1658,1.93,319.99,May-2024
132,0.08,748.92,35,91,0.38,Books,Asia,0.1151,1.27,146.18,Jul-2024
135,0.2,69.21,31,308,0.1,Home Appliances,Asia,0.0575,0.52,29.9,Mar-2024
205,0.12,1471.43,26,340,0.08,Electronics,North America,0.1624,1.65,267.96,Dec-2023
180,0.27,724.77,43,490,0.09,Home Appliances,North America,0.0595,0.62,36.89,Apr-2024
164,0.0,14.83,17,337,0.05,Toys,Europe,0.1271,1.58,200.82,Mar-2024
194,0.27,78.0,19,53,0.36,Toys,North America,0.0295,1.61,47.5,Oct-2024
168,0.09,1750.55,38,477,0.08,Toys,Europe,0.1845,0.12,22.14,Jun-2024
207,0.07,490.04,45,69,0.65,Electronics,North America,0.0118,1.58,18.64,May-2024
152,0.17,91.48,29,165,0.18,Home Appliances,Europe,0.0101,0.26,2.63,Aug-2024
178,0.12,149.86,10,134,0.07,Home Appliances,North America,0.0333,1.6,53.28,Sep-2024
160,0.08,1529.52,16,433,0.04,Clothing,Europe,0.1168,0.36,42.05,Feb-2024
158,0.07,731.44,4,370,0.01,Clothing,Europe,0.1901,1.56,296.56,Jun-2024
171,0.05,141.64,1,274,0.0,Electronics,Europe,0.0511,1.39,71.03,May-2024
138,0.0,194.61,35,65,0.54,Home Appliances,Asia,0.1292,1.31,169.25,Feb-2024
195,0.05,331.82,27,143,0.19,Toys,North America,0.0469,1.63,76.45,Apr-2024
190,0.08,1515.31,48,296,0.16,Clothing,North America,0.091,0.63,57.33,Apr-2024
146,0.2,1240.8,1,480,0.0,Clothing,Asia,0.1545,1.03,159.14,Feb-2024
172,0.26,1444.51,47,349,0.13,Books,North America,0.1346,1.25,168.25,Jan-2024
150,0.14,339.05,42,468,0.09,Toys,Asia,0.1253,1.45,181.68,Dec-2023
144,0.22,24.57,12,177,0.07,Clothing,Asia,0.1036,0.26,26.94,Nov-2024
149,0.1,231.17,30,177,0.17,Toys,Asia,0.0562,1.72,96.66,Nov-2024
197,0.08,419.85,11,200,0.06,Toys,North America,0.055,0.31,17.05,Aug-2024
172,0.04,317.05,33,199,0.17,Electronics,Europe,0.0234,0.9,21.06,Oct-2024
181,0.11,48.81,33,430,0.08,Home Appliances,North America,0.1825,1.7,310.25,May-2024
158,0.14,305.54,38,210,0.18,Electronics,Asia,0.1713,1.54,263.8,Jan-2024
160,0.24,968.0,42,288,0.15,Clothing,Europe,0.0305,0.91,27.76,Apr-2024
205,0.21,193.23,17,462,0.04,Electronics,North America,0.1603,1.14,182.74,Jan-2024
205,0.13,416.31,27,359,0.08,Electronics,North America,0.0854,1.05,89.67,Nov-2024
146,0.01,525.01,14,221,0.06,Clothing,Asia,0.0322,1.9,61.18,Dec-2023
158,0.03,469.78,5,43,0.12,Clothing,Europe,0.1264,1.8,227.52,Oct-2024
159,0.1,699.52,31,83,0.37,Clothing,Europe,0.0775,0.55,42.62,Oct-2024
205,0.22,652.11,44,393,0.11,Electronics,North America,0.0708,0.81,57.35,Sep-2024
160,0.27,929.79,47,163,0.29,Clothing,Europe,0.123,0.41,50.43,Mar-2024
168,0.17,1130.14,39,229,0.17,Toys,Europe,0.1657,0.43,71.25,Nov-2024
168,0.21,119.68,32,189,0.17,Toys,Europe,0.1237,0.37,45.77,Mar-2024
201,0.04,617.55,49,114,0.43,Toys,North America,0.0239,0.98,23.42,Feb-2024
176,0.09,327.55,21,291,0.07,Electronics,Europe,0.0429,1.91,81.94,Jan-2024
146,0.29,87.88,43,97,0.44,Books,Europe,0.1938,1.29,250.0,Nov-2024
160,0.12,370.92,29,461,0.06,Clothing,Europe,0.1867,0.32,59.74,Mar-2024
134,0.26,1011.99,21,23,0.91,Books,Asia,0.1237,0.42,51.95,Mar-2024
191,0.02,676.14,33,268,0.12,Clothing,North America,0.0913,0.36,32.87,Nov-2024
151,0.01,386.28,26,249,0.1,Toys,Asia,0.1705,0.57,97.18,Apr-2024
147,0.18,816.62,36,325,0.11,Books,Europe,0.0774,1.73,133.9,Sep-2024
171,0.26,247.84,44,94,0.47,Books,North America,0.0253,0.14,3.54,Mar-2024
140,0.06,885.48,33,197,0.17,Home Appliances,Asia,0.0576,1.28,73.73,Dec-2024
171,0.01,293.89,13,293,0.04,Books,North America,0.0847,1.24,105.03,Feb-2024
176,0.11,259.76,29,306,0.09,Electronics,Europe,0.111,0.98,108.78,Feb-2024
162,0.22,319.04,45,14,3.21,Clothing,Europe,0.188,0.91,171.08,Jun-2024
188,0.15,240.41,49,418,0.12,Clothing,North America,0.0776,0.67,51.99,Jun-2024
592,0.08,565.58,0,182,0.0,Toys,North America,0.0255,1.43,36.46,Nov-2024
147,0.14,1253.11,23,257,0.09,Clothing,Asia,0.1497,1.66,248.5,Nov-2024
162,0.1,832.17,45,366,0.12,Clothing,Europe,0.0734,1.1,80.74,Apr-2024
207,0.25,121.2,40,361,0.11,Electronics,North America,0.1784,1.83,326.47,Oct-2024
163,0.14,629.97,23,172,0.13,Clothing,Europe,0.1148,0.67,76.92,Nov-2024
212,0.02,1572.94,6,76,0.08,Electronics,North America,0.0424,1.48,62.75,Feb-2024
191,0.13,684.26,24,58,0.41,Clothing,North America,0.1922,1.9,365.18,Dec-2024
212,0.0,1241.92,33,395,0.08,Electronics,North America,0.1075,0.88,94.6,May-2024
162,0.28,602.29,16,469,0.03,Clothing,Europe,0.1527,1.72,262.64,Dec-2023
162,0.15,423.35,2,399,0.01,Electronics,Asia,0.0423,1.03,43.57,Nov-2024
154,0.08,698.67,37,288,0.13,Home Appliances,Europe,0.1189,0.13,15.46,Dec-2023
209,0.14,263.47,32,166,0.19,Electronics,North America,0.0627,1.31,82.14,Jan-2024
179,0.06,317.38,23,346,0.07,Electronics,Europe,0.0291,1.11,32.3,Jan-2024
162,0.24,253.58,45,443,0.1,Electronics,Asia,0.1238,0.24,29.71,Sep-2024
168,0.11,207.57,15,378,0.04,Toys,Europe,0.0912,0.28,25.54,Nov-2024
150,0.03,1206.95,8,146,0.05,Books,Europe,0.1071,1.93,206.7,Aug-2024
193,0.3,145.77,48,54,0.89,Clothing,North America,0.0344,1.47,50.57,Jun-2024
172,0.06,1164.41,3,220,0.01,Toys,Europe,0.0862,0.11,9.48,May-2024
194,0.2,835.75,24,105,0.23,Clothing,North America,0.1163,0.52,60.48,Sep-2024
204,0.21,1105.18,2,449,0.0,Toys,North America,0.161,1.62,260.82,Nov-2024
148,0.18,17.68,22,95,0.23,Books,Europe,0.1448,0.55,79.64,May-2024
195,0.01,1477.91,26,164,0.16,Clothing,North America,0.1372,1.73,237.36,May-2024
184,0.27,121.73,4,462,0.01,Home Appliances,North America,0.1316,0.4,52.64,Nov-2024
147,0.23,57.38,28,117,0.24,Books,Europe,0.0394,1.47,57.92,Mar-2024
149,0.13,385.34,40,169,0.24,Clothing,Asia,0.0356,1.37,48.77,Jun-2024
157,0.04,672.83,42,492,0.09,Home Appliances,Europe,0.1358,1.67,226.79,Dec-2024
148,0.03,222.38,24,27,0.89,Clothing,Asia,0.1098,1.74,191.05,Jun-2024
193,0.11,617.87,49,251,0.2,Clothing,North America,0.1528,0.86,131.41,Jul-2024
149,0.09,1199.84,40,358,0.11,Books,Europe,0.1806,1.56,281.74,Dec-2024
184,0.16,493.01,8,428,0.02,Home Appliances,North America,0.065,1.45,94.25,Jul-2024
209,0.27,105.5,38,188,0.2,Electronics,North America,0.0807,0.52,41.96,Mar-2024
163,0.12,106.92,35,467,0.07,Clothing,Europe,0.1226,0.5,61.3,Feb-2024
173,0.27,1410.91,31,347,0.09,Toys,Europe,0.162,0.33,53.46,Sep-2024
213,0.3,1071.67,16,366,0.04,Electronics,North America,0.1579,1.93,304.75,Jul-2024
193,0.21,576.13,12,298,0.04,Clothing,North America,0.1469,0.64,94.02,Nov-2024
213,0.3,1020.41,28,13,2.15,Electronics,North America,0.0403,1.35,54.41,Jan-2024
149,0.11,28.04,3,170,0.02,Clothing,Asia,0.1531,1.51,231.18,Mar-2024
195,0.05,1052.9,34,444,0.08,Clothing,North America,0.1986,0.64,127.1,Mar-2024
166,0.1,1704.42,25,88,0.28,Clothing,Europe,0.167,1.64,273.88,Nov-2024
149,0.03,910.67,26,324,0.08,Clothing,Asia,0.0501,0.57,28.56,Aug-2024
204,0.01,353.58,46,445,0.1,Toys,North America,0.1366,0.26,35.52,Apr-2024
173,0.24,828.0,22,318,0.07,Toys,Europe,0.1756,0.68,119.41,Jan-2024
142,0.02,596.53,49,28,1.75,Home Appliances,Asia,0.1032,0.99,102.17,Apr-2024
195,0.19,979.56,27,293,0.09,Clothing,North America,0.017,1.61,27.37,Sep-2024
193,0.12,398.4,6,412,0.01,Clothing,North America,0.1084,1.31,142.0,Sep-2024
182,0.15,493.88,15,343,0.04,Electronics,Europe,0.071,0.58,41.18,Dec-2023
204,0.06,479.94,4,300,0.01,Toys,North America,0.1097,1.72,188.68,Mar-2024
155,0.26,210.2,32,232,0.14,Home Appliances,Europe,0.1817,0.75,136.28,Mar-2024
197,0.12,1704.77,34,451,0.08,Clothing,North America,0.0111,1.43,15.87,Mar-2024
165,0.1,1257.23,47,325,0.14,Electronics,Asia,0.0904,0.1,9.04,Dec-2024
188,0.0,408.8,13,353,0.04,Home Appliances,North America,0.0102,0.44,4.49,Mar-2024
179,0.02,472.69,18,388,0.05,Electronics,Europe,0.146,0.31,45.26,Oct-2024
164,0.19,482.0,19,430,0.04,Clothing,Europe,0.1248,1.24,154.75,Mar-2024
159,0.24,496.83,7,89,0.08,Home Appliances,Europe,0.1171,1.58,185.02,May-2024
142,0.07,358.22,24,353,0.07,Home Appliances,Asia,0.123,1.05,129.15,Aug-2024
183,0.15,576.54,18,112,0.16,Electronics,Europe,0.1048,1.63,170.82,Oct-2024
150,0.18,49.81,40,168,0.24,Clothing,Asia,0.0518,1.19,61.64,Mar-2024
172,0.09,276.97,1,92,0.01,Toys,Europe,0.1472,0.85,125.12,May-2024
185,0.09,285.74,9,88,0.1,Home Appliances,North America,0.0124,1.46,18.1,Apr-2024
180,0.16,235.37,46,36,1.28,Books,North America,0.152,1.18,179.36,Dec-2023
165,0.21,1173.46,11,211,0.05,Electronics,Asia,0.1389,1.84,255.58,Jan-2024
156,0.08,378.32,46,450,0.1,Toys,Asia,0.0948,0.46,43.61,May-2024
204,0.23,600.88,0,251,0.0,Toys,North America,0.0291,0.89,25.9,Jan-2024
157,0.09,292.14,15,157,0.1,Home Appliances,Europe,0.0166,0.25,4.15,Nov-2024
204,0.03,474.78,11,414,0.03,Toys,North America,0.0679,1.6,108.64,Feb-2024
138,0.1,540.45,41,322,0.13,Books,Asia,0.1317,1.47,193.6,Feb-2024
159,0.29,342.55,27,485,0.06,Toys,Asia,0.0428,1.16,49.65,Jan-2024
207,0.11,730.94,32,434,0.07,Toys,North America,0.1492,1.86,277.51,Sep-2024
138,0.15,283.15,18,122,0.15,Books,Asia,0.0168,1.47,24.7,Aug-2024
191,0.13,682.11,29,396,0.07,Home Appliances,North America,0.0505,0.74,37.37,Jun-2024
218,0.14,746.03,43,216,0.2,Electronics,North America,0.02,1.95,39.0,Mar-2024
180,0.22,829.72,49,40,1.23,Books,North America,0.0118,1.48,17.46,Dec-2024
165,0.21,161.54,36,428,0.08,Electronics,Asia,0.0123,1.71,21.03,Mar-2024
178,0.03,141.47,20,100,0.2,Books,North America,0.0699,0.45,31.46,Jan-2024
165,0.1,292.52,36,320,0.11,Electronics,Asia,0.0603,0.76,45.83,Jun-2024
183,0.1,1084.75,2,351,0.01,Electronics,Europe,0.0481,0.25,12.02,Dec-2023
209,0.05,575.24,29,386,0.08,Toys,North America,0.1382,1.63,225.27,Feb-2024
138,0.27,593.39,35,45,0.78,Books,Asia,0.1931,0.65,125.51,Dec-2023
216,0.29,569.03,2,469,0.0,Electronics,North America,0.0756,0.66,49.9,Apr-2024
216,0.03,972.09,18,409,0.04,Electronics,North America,0.1512,1.09,164.81,Jan-2024
215,0.03,373.82,7,161,0.04,Electronics,North America,0.175,1.15,201.25,Nov-2024
177,0.22,904.02,47,145,0.32,Toys,Europe,0.104,1.8,187.2,Jun-2024
144,0.28,436.8,29,227,0.13,Home Appliances,Asia,0.0275,1.23,33.83,Nov-2024
159,0.08,538.02,39,292,0.13,Home Appliances,Europe,0.0478,0.87,41.59,Jun-2024
182,0.28,208.32,1,395,0.0,Electronics,Europe,0.0375,0.38,14.25,Nov-2024
218,0.26,1013.54,43,356,0.12,Electronics,North America,0.0771,1.39,107.17,Jan-2024
169,0.03,1885.33,36,180,0.2,Electronics,Asia,0.0162,1.12,18.14,Sep-2024
180,0.29,687.79,6,382,0.02,Books,North America,0.1611,0.13,20.94,Jan-2024
148,0.16,1138.13,2,98,0.02,Home Appliances,Asia,0.0595,1.11,66.04,Apr-2024
192,0.03,365.11,41,171,0.24,Home Appliances,North America,0.0556,1.19,66.16,Aug-2024
159,0.24,78.6,16,314,0.05,Home Appliances,Europe,0.1611,0.15,24.16,Aug-2024
207,0.05,600.04,7,121,0.06,Toys,North America,0.0279,0.89,24.83,Mar-2024
161,0.17,476.71,18,158,0.11,Home Appliances,Europe,0.1348,1.96,264.21,Nov-2024
138,0.13,392.86,30,36,0.83,Books,Asia,0.0779,0.28,21.81,Jan-2024
198,0.03,296.84,6,109,0.06,Clothing,North America,0.1786,0.66,117.88,Dec-2023
182,0.22,1159.63,16,422,0.04,Books,North America,0.1283,1.05,134.72,Sep-2024
178,0.16,1648.79,4,88,0.05,Toys,Europe,0.1917,0.84,161.03,Dec-2023
177,0.24,77.75,21,269,0.08,Toys,Europe,0.1203,0.92,110.68,Apr-2024
180,0.16,528.66,34,400,0.09,Books,North America,0.0723,0.2,14.46,Dec-2024
144,0.22,252.94,47,404,0.12,Home Appliances,Asia,0.0535,1.66,88.81,Jun-2024
168,0.17,346.43,48,36,1.33,Electronics,Asia,0.1255,0.73,91.62,Sep-2024
174,0.13,334.66,26,413,0.06,Toys,Europe,0.0315,1.92,60.48,Jul-2024
151,0.26,252.55,47,383,0.12,Books,Europe,0.0597,0.89,53.13,Oct-2024
152,0.05,114.13,8,365,0.02,Books,Europe,0.0769,1.8,138.42,Sep-2024
161,0.09,823.61,11,444,0.02,Toys,Asia,0.1165,0.34,39.61,Jun-2024
145,0.29,251.91,7,200,0.04,Home Appliances,Asia,0.1799,0.72,129.53,Sep-2024
184,0.26,1147.0,30,343,0.09,Books,North America,0.1364,0.6,81.84,Feb-2024
154,0.05,425.28,49,461,0.11,Books,Europe,0.0752,1.4,105.28,Nov-2024
168,0.19,167.73,27,400,0.07,Clothing,Europe,0.1039,1.32,137.15,Aug-2024
169,0.3,304.71,32,218,0.15,Clothing,Europe,0.1137,1.74,197.84,May-2024
141,0.12,1030.08,35,119,0.29,Books,Asia,0.0203,0.7,14.21,Aug-2024
203,0.19,375.39,34,159,0.21,Clothing,North America,0.144,0.23,33.12,Oct-2024
161,0.17,527.32,22,390,0.06,Home Appliances,Europe,0.0611,1.77,108.15,Sep-2024
192,0.26,422.18,2,268,0.01,Home Appliances,North America,0.1754,1.1,192.94,May-2024
169,0.16,511.06,35,275,0.13,Electronics,Asia,0.0342,0.56,19.15,Dec-2023
212,0.13,340.0,25,435,0.06,Toys,North America,0.1851,0.23,42.57,May-2024
170,0.24,445.6,9,95,0.09,Electronics,Asia,0.1487,0.17,25.28,Nov-2024
161,0.21,183.13,2,67,0.03,Toys,Asia,0.0431,1.65,71.11,Dec-2023
223,0.07,1227.93,39,92,0.42,Electronics,North America,0.1735,0.93,161.35,Dec-2023
178,0.03,562.12,30,477,0.06,Toys,Europe,0.1123,1.17,131.39,May-2024
142,0.2,809.57,24,59,0.41,Books,Asia,0.1081,1.03,111.34,Jan-2024
169,0.02,155.14,15,26,0.58,Clothing,Europe,0.1389,1.88,261.13,Sep-2024
157,0.08,1408.3,39,436,0.09,Books,Europe,0.1192,0.24,28.61,Sep-2024
155,0.23,409.07,11,14,0.79,Books,Europe,0.1483,1.61,238.76,Oct-2024
178,0.27,353.31,21,231,0.09,Toys,Europe,0.1758,1.91,335.78,Dec-2023
184,0.1,1033.26,16,134,0.12,Books,North America,0.1258,1.68,211.34,Sep-2024
183,0.24,49.14,22,277,0.08,Books,North America,0.1657,1.19,197.18,Nov-2024
165,0.05,281.58,28,93,0.3,Home Appliances,Europe,0.1295,1.13,146.33,Jan-2024
186,0.08,454.39,13,88,0.15,Electronics,Europe,0.0391,0.51,19.94,Jul-2024
183,0.13,726.22,29,65,0.45,Books,North America,0.1787,1.12,200.14,Dec-2023
182,0.25,362.57,48,374,0.13,Books,North America,0.1085,0.98,106.33,Aug-2024
170,0.13,934.82,9,191,0.05,Electronics,Asia,0.1344,0.17,22.85,Aug-2024
165,0.14,1121.03,21,371,0.06,Home Appliances,Europe,0.1555,0.56,87.08,Sep-2024
184,0.09,1232.76,26,360,0.07,Books,North America,0.1215,0.53,64.4,Oct-2024
165,0.28,249.15,45,253,0.18,Home Appliances,Europe,0.1384,0.33,45.67,Sep-2024
141,0.16,378.64,9,10,0.9,Books,Asia,0.1452,1.08,156.82,May-2024
205,0.24,537.38,20,360,0.06,Clothing,North America,0.1714,1.82,311.95,Nov-2024
179,0.02,792.41,15,56,0.27,Toys,Europe,0.0743,0.27,20.06,Feb-2024
223,0.24,83.17,41,446,0.09,Electronics,North America,0.106,1.92,203.52,Sep-2024
183,0.03,21.9,12,387,0.03,Books,North America,0.0223,1.33,29.66,Mar-2024
156,0.18,259.19,43,267,0.16,Books,Europe,0.157,0.66,103.62,Oct-2024
195,0.22,712.18,21,102,0.21,Home Appliances,North America,0.1742,1.85,322.27,Nov-2024
195,0.23,435.67,25,125,0.2,Home Appliances,North America,0.1249,0.51,63.7,Nov-2024
201,0.27,320.79,15,180,0.08,Clothing,North America,0.1521,0.94,142.97,Jul-2024
187,0.0,1268.88,48,233,0.21,Books,North America,0.0198,0.98,19.4,Jun-2024
215,0.1,1550.92,47,278,0.17,Toys,North America,0.1139,1.5,170.85,Nov-2024
196,0.06,1250.16,16,284,0.06,Home Appliances,North America,0.1428,1.19,169.93,Dec-2023
162,0.22,341.69,15,149,0.1,Home Appliances,Europe,0.1169,1.03,120.41,Jul-2024
149,0.13,660.7,41,429,0.1,Home Appliances,Asia,0.078,1.9,148.2,May-2024
223,0.27,234.22,4,271,0.01,Electronics,North America,0.0643,1.73,111.24,Jan-2024
164,0.21,768.85,5,366,0.01,Toys,Asia,0.1634,1.29,210.79,May-2024
219,0.09,48.37,12,491,0.02,Electronics,North America,0.1821,0.94,171.17,Aug-2024
196,0.11,1274.12,49,404,0.12,Home Appliances,North America,0.0685,0.79,54.12,Jul-2024
178,0.29,24.21,38,451,0.08,Toys,Europe,0.1133,1.26,142.76,Jul-2024
213,0.18,289.59,48,499,0.1,Toys,North America,0.059,0.45,26.55,Dec-2024
151,0.07,422.77,31,193,0.16,Home Appliances,Asia,0.1246,1.83,228.02,Sep-2024
187,0.15,677.36,17,479,0.04,Books,North America,0.0149,1.09,16.24,May-2024
187,0.25,1113.86,7,124,0.06,Books,North America,0.1173,1.62,190.03,Jan-2024
188,0.18,478.39,25,328,0.08,Books,North America,0.0882,1.91,168.46,Dec-2023
171,0.14,242.07,28,239,0.12,Electronics,Asia,0.1047,1.64,171.71,Jul-2024
142,0.18,375.0,7,164,0.04,Books,Asia,0.1132,0.37,41.88,Aug-2024
179,0.2,34.92,24,193,0.12,Toys,Europe,0.0914,0.44,40.22,Jan-2024
159,0.0,1013.08,17,46,0.37,Clothing,Asia,0.1805,1.83,330.32,Mar-2024
216,0.21,109.11,21,435,0.05,Toys,North America,0.1401,1.91,267.59,Apr-2024
197,0.24,1119.3,44,414,0.11,Home Appliances,North America,0.1397,1.41,196.98,Apr-2024
172,0.01,295.46,34,19,1.79,Electronics,Asia,0.1647,1.71,281.64,Jun-2024
191,0.08,163.47,18,115,0.16,Electronics,Europe,0.0317,1.06,33.6,Mar-2024
183,0.06,1283.93,8,16,0.5,Toys,Europe,0.1769,1.19,210.51,Jun-2024
204,0.2,388.91,2,481,0.0,Clothing,North America,0.0949,1.84,174.62,Jun-2024
204,0.08,744.92,41,16,2.56,Clothing,North America,0.0931,0.12,11.17,Dec-2023
195,0.0,768.56,22,173,0.13,Home Appliances,North America,0.1745,1.8,314.1,Sep-2024
182,0.14,355.5,32,308,0.1,Toys,Europe,0.0439,0.4,17.56,Oct-2024
195,0.24,545.47,42,257,0.16,Home Appliances,North America,0.1728,1.47,254.02,Sep-2024
151,0.28,539.44,29,272,0.11,Home Appliances,Asia,0.0734,1.99,146.07,Jun-2024
226,0.15,1380.64,47,112,0.42,Electronics,North America,0.093,0.39,36.27,Oct-2024
164,0.06,123.26,12,451,0.03,Toys,Asia,0.1264,0.86,108.7,May-2024
165,0.01,281.38,37,140,0.26,Home Appliances,Europe,0.193,1.02,196.86,Nov-2024
158,0.05,637.37,18,129,0.14,Books,Europe,0.0449,1.29,57.92,Aug-2024
159,0.08,226.07,47,236,0.2,Clothing,Asia,0.1184,1.74,206.02,Aug-2024
146,0.14,572.97,36,65,0.55,Books,Asia,0.1934,1.79,346.19,Dec-2023
185,0.2,25.86,34,60,0.57,Books,North America,0.0235,1.57,36.9,Apr-2024
145,0.02,1333.85,15,19,0.79,Books,Asia,0.107,0.66,70.62,Sep-2024
213,0.23,262.62,4,199,0.02,Toys,North America,0.1937,0.45,87.16,Apr-2024
160,0.02,360.6,5,267,0.02,Books,Europe,0.1415,1.9,268.85,May-2024
146,0.18,203.0,12,204,0.06,Books,Asia,0.1185,1.56,184.86,Aug-2024
174,0.08,889.84,32,260,0.12,Clothing,Europe,0.1979,1.21,239.46,Oct-2024
199,0.18,623.76,29,153,0.19,Home Appliances,North America,0.0398,1.76,70.05,Nov-2024
144,0.09,39.51,48,56,0.86,Books,Asia,0.1776,1.11,197.14,Nov-2024
176,0.22,1137.68,10,217,0.05,Clothing,Europe,0.125,1.7,212.5,Dec-2023
172,0.13,362.42,3,485,0.01,Electronics,Asia,0.1529,0.94,143.73,May-2024
197,0.01,1203.92,44,175,0.25,Home Appliances,North America,0.0144,1.92,27.65,Nov-2024
227,0.05,544.62,24,489,0.05,Electronics,North America,0.0521,1.73,90.13,Feb-2024
182,0.07,725.73,11,52,0.21,Toys,Europe,0.0231,0.35,8.08,Oct-2024
144,0.26,110.29,46,223,0.21,Books,Asia,0.1729,0.81,140.05,Nov-2024
158,0.06,85.09,23,343,0.07,Clothing,Asia,0.024,0.46,11.04,Sep-2024
189,0.16,1311.0,49,467,0.1,Books,North America,0.1884,1.54,290.14,Nov-2024
150,0.19,263.96,33,205,0.16,Home Appliances,Asia,0.0588,0.99,58.21,Feb-2024
152,0.1,102.38,17,223,0.08,Home Appliances,Asia,0.0736,0.25,18.4,Jun-2024
144,0.17,173.9,45,433,0.1,Books,Asia,0.0191,1.95,37.24,Sep-2024
184,0.27,839.68,45,125,0.36,Toys,Europe,0.1946,0.3,58.38,Dec-2023
159,0.08,643.36,40,295,0.14,Clothing,Asia,0.035,1.44,50.4,Sep-2024
185,0.01,95.49,5,36,0.14,Books,North America,0.1154,0.31,35.77,Sep-2024
195,0.08,53.41,4,418,0.01,Home Appliances,North America,0.0933,1.73,161.41,Jun-2024
